#cache size, fetch ratio, miss ratio (after prefetching)
1024 0.125294 0.083627
2048 0.099169 0.058067
4096 0.081899 0.041398
8192 0.074723 0.034374
16384 0.070744 0.030541
32768 0.064233 0.024092
65536 0.060550 0.020584
131072 0.058747 0.019891
262144 0.055020 0.019524
524288 0.039052 0.019059
1048576 0.020438 0.016815
2097152 0.017585 0.014817
4194304 0.014708 0.012757
8388608 0.005777 0.004284
